id,name,text,trans
0000000000000,燕,さあ、ついにライブだな。,好了，终于到演唱会了呢。
0000000000000,{user},すごい人ですね。,人真多啊。
0000000000000,燕,何を他人事のように言っている？\n貴様のプロデュースの成果だろう。,怎么说得好像事不关己一样？\n这难道不是你培育的成果吗？
0000000000000,{user},いえ、ここにいるのは、\n雨夜さんが惹きつけた人たちですよ。,不，聚集在这里的人们，\n都是被雨夜同学吸引而来的哦。
0000000000000,燕,違うな。\n私と貴様で生み出した光景だ。,不对。\n这是我和你共同创造的景象。
0000000000000,{user},……そうですね。,……说的也是呢。
0000000000000,{user},白草月花に勝ったからと言って、\n気を抜いてはいけませんよ。,就算赢了白草月花，\n也绝不能掉以轻心哦。
0000000000000,燕,分かっている。応援してくれたファンに\n感謝を伝えるこのライブこそ、本番だ。,我知道。这场要向支持我们的粉丝\n传递感谢之情的演唱会，才是真正的重头戏。
0000000000000,燕,この場に月花が立つことを望んでいた\n連中すらも、満足させてやる。,就连那些期盼着月花站在这个舞台上的人，\n我也会让他们心满意足。
0000000000000,燕,それが勝者の責務だからな。,因为这就是胜者的责任。
0000000000000,{user},できますか？,能做到吗？
0000000000000,燕,ああ、やってみせる。,啊，我做给你看。
0000000000000,燕,悲しんでいる者を救うのが、\n私が理想とするアイドルだからな。,拯救悲伤之人，\n这才是我理想中的偶像。
0000000000000,{user},雨夜さんは、険しい道を選びますね。,雨夜同学选择了很艰难的道路呢。
0000000000000,燕,歌で人を救うなんて、傲慢なことを\n言っているのは分かっている。,我知道，说什么用歌声拯救他人，\n这话听起来很傲慢。
0000000000000,燕,そう簡単に人を救えるなら、\n誰も苦労はしない。,如果救人那么简单的话，\n谁都不用那么辛苦了。
0000000000000,燕,だが、そういうふうに在りたいと、\n思ってしまったのだ。,但是，我……\n还是想成为那样的存在。
0000000000000,燕,私を笑うか？\nプロデューサー。,要嘲笑我吗？\n制作人。
0000000000000,{user},まさか。,怎么会。
0000000000000,{user},今のあなたは、\n誰よりもカッコいいですよ。,现在的你，\n比任何人都要帅气哦。
0000000000000,燕,――そうか。,——这样啊。
0000000000000,{user},以前、『理論武装して』を\nリリースした時から――,之前，自从发布了『理论武装』时起——
0000000000000,{user},雨夜さんのことを<r\=ヒール>悪役</r>系アイドルとして\n売り出していました。,我们就一直将雨夜同学作为<r\=Heel>反派</r>系偶像\n来进行宣传推广。
0000000000000,燕,それがどうかしたのか？,这有什么问题吗？
0000000000000,{user},ブランディングの方針を変えましょう。,我们来改变一下品牌塑造的方针吧。
0000000000000,{user},今日から雨夜さんは、\nダークヒーロー系アイドルです。,从今天起，雨夜同学就是\n黑暗英雄系偶像了。
0000000000000,燕,……………………,……………………
0000000000000,燕,クックック……\nハーッハッハッハ！！,咯咯咯……\n哈——哈哈哈哈！！
0000000000000,燕,何を言うかと思えば……\nいいではないか、ダークヒーロー！,我还以为你要说什么呢……\n黑暗英雄，这有何不可！
0000000000000,燕,確かに、私の在り方は真っ当ではない。\nすべて我を通すためにやっている。,确实，我的存在方式并不正当。\n我所做的一切都是为了贯彻我的意志。
0000000000000,燕,何より、ダークとついている方が、\nカッコいいからな！,更重要的是，带着“黑暗”二字，\n听起来更帅气啊！
0000000000000,{user},お気に召したようですね。,看来您很满意呢。
0000000000000,燕,任せておけ。\n貴様の方針を体現すると共に、,交给我吧。\n我会在体现你的方针的同时，
0000000000000,燕,初星学園の伝統曲\n『Campus mode!!』の魅力を、,将初星学园的传统歌曲\n『Campus mode!!』的魅力，
0000000000000,燕,初星の代表として示してやろう。,作为初星的代表展现出来。
0000000000000,燕,そして、この曲に込められた想いを、\n後輩たちに受け継いでいくのだ。,并且，要将这首曲子所蕴含的心意，\n传承给学弟学妹们。
0000000000000,{user},そろそろ時間ですね。,时间差不多了呢。
0000000000000,燕,ああ。\n行ってくるぞ、プロデューサー！,嗯。\n我出发了，制作人！
0000000000000,燕,私の『Campus mode!!』で、\nみんなの世界を変えてやる！,就用我的『Campus mode!!』，\n来改变大家的世界吧！
info,adv_cidol-atbm-3-012_03.txt,,
译者,,,
