id,name,text,trans
0000000000000,{user},――葛城さんとユニットを組んで、\n冬の『H.I.F』に出場します。,——我将和葛城同学组成组合，\n参加冬季的『H.I.F』。
0000000000000,{user},その方針で、問題ないですね？,按照这个方针，没问题吧？
0000000000000,清夏,う、うん……\nそれは、そうなんだけど……！,呜、嗯……\n话是这么说没错……！
0000000000000,清夏,話が早すぎて困惑してるっていうか、\nリーリヤの意見を聞いてないよ！？,这进展太快让人困惑先不说，\n你根本没问过莉莉娅的意见吧！？
0000000000000,リーリヤ,いいよ。,可以啊。
0000000000000,清夏,軽っ！？,太轻率了！？
0000000000000,{user},実は、葛城さんには最初から\n話を通してあります。,其实，我早就和葛城同学\n商量过这件事了。
0000000000000,清夏,ええっ！？,诶诶！？
0000000000000,清夏,Pっちは、あたしがそう言い出すって、\n予想してたってこと？,也就是说，P亲你早就预料到\n我会这么说了？
0000000000000,{user},そうですね。\nだからレッスンに呼びました。,是的。\n所以才叫你过来训练。
0000000000000,清夏,な、なんか、Pっちの思い通りって\nカンジで、ムカつく～！,总、总觉得，好像一切都在P亲的\n预料之中，好气人～！
0000000000000,清夏,てか、いつもあたしだけ\n何も聞かされてないんだけど！？,话说回来，为什么总是只有我\n什么都不知道啊！？
0000000000000,{user},サプライズです。,这是惊喜。
0000000000000,清夏,驚かせればいいってもんじゃないよ！,不是让人惊讶就行的吧！
0000000000000,{user},だって、『H.I.F』優勝で約束を\n果たす。その方が熱いじゃないですか。,因为，通过赢得『H.I.F』来\n实现约定。这样不是更热血吗。
0000000000000,清夏,いや、そんな漫画みたいな～……,不，这也太像漫画了吧～……
0000000000000,リーリヤ,燃える展開です……！！,是令人热血沸腾的展开……！！
0000000000000,清夏,だよね～。,就是说啊～。
0000000000000,{user},最初は断られましたが、\n粘り強く説得しました。,一开始是被拒绝了，\n但我坚持不懈地说服了她。
0000000000000,清夏,……え？　リーリヤはあたしと、\nユニット組みたくなかったってこと？,……诶？莉莉娅你本来不想\n和我组队吗？
0000000000000,リーリヤ,ち、違うよ！　清夏ちゃん！,才、才不是呢！清夏同学！
0000000000000,リーリヤ,わたしは……ただ、足を引っ張ること\nだけは、したくないなって……,我只是……不想拖大家的后腿……
0000000000000,{user},だから、まずは清夏さんと一緒に\nレッスンをするように勧めました。,所以，我首先建议她和你一起训练。
0000000000000,{user},清夏さんを頼ってみたら\nどうですか、と。,我说，要不试着依靠一下清夏同学如何。
0000000000000,清夏,……そう、だったんだ。,……原来，是这样啊。
0000000000000,清夏,ふ～～～ん…………,嗯～～～…………
0000000000000,{user},何ですか？　その顔は。,你那是什么表情啊。
0000000000000,清夏,なんか、Pっちがリーリヤと\n仲良くなってる……,总觉得，P亲和莉莉娅关系变好了……
0000000000000,リーリヤ,……もしかして、嫉妬してる？,……难道说，你是在嫉妒？
0000000000000,清夏,だって、あなたを幸せにするって……\nプロポーズしてきたくせに！,明明你都说了要让我幸福……\n这跟求婚有什么区别！
