id,name,text,trans
0000000000000,星南,（さぁ！　担当アイドルの様子を\n視に行きましょう！）,（来吧！去看看担当偶像们的情况吧！）
0000000000000,星南,（フフ……あの子たち、\nしっかりやっているかしら）,（呵呵……那些孩子们，\n不知道有没有好好努力呢）
0000000000000,佑芽,あっ、プロデューサーちゃんだ♪,啊，是制作人♪
0000000000000,千奈,星南お姉さま～～♡,星南姐姐大人～～♡
0000000000000,星南,こら、レッスンに集中なさい。,喂，给我集中精神训练。
0000000000000,佑芽,えへへ、ごめんなさい。,嘿嘿，对不起啦。
0000000000000,千奈,申し訳ございませぇん。,非常抱歉～～。
0000000000000,星南,まったく……あら、美鈴は？,真是的……哎呀，美铃呢？
0000000000000,佑芽,そこでお昼寝中でっす！,在那边睡午觉呢！
0000000000000,千奈,秦谷さん……『N.I.A』の頃から、\nずーっとお忙しそうでしたので……,秦谷同学……从『N.I.A』那时候起，\n就一直是忙忙碌碌的样子……
0000000000000,佑芽,強く起こしにくいんですよ～。\n……起こすと怒るし。,所以不太忍心叫醒她啊～。\n……而且叫醒了还会生气。
0000000000000,星南,美鈴！　起きなさい！,美铃！快起来！
0000000000000,美鈴,ふぁ……まあ、\n疲れているわたしを起こすなんて。,唔啊……真是的，\n居然把疲惫的我给叫醒了。
0000000000000,美鈴,星南プロデューサーでも……\n許しませんよ？,就算是星南制作人……\n我也不会原谅哦？
0000000000000,星南,休むならベッドできちんと休みなさい。,要休息的话就去床上好好休息。
0000000000000,美鈴,……いいんですか？,……这样可以吗？
0000000000000,星南,事情はわかっているわ。美鈴、最近、\nがんばっていたものね。,情况我都了解。美铃，最近\n确实很努力了呢。
0000000000000,美鈴,おかげさまで……元ユニットメンバー\nたちと、仲直りすることができました。,托您的福……和前组合的成员们\n和好如初了。
0000000000000,星南,ええ、夏冬の『H.I.F』を辞退する\n件も、手続きを進めておいたわ。,嗯，关于退出夏冬『H.I.F』的\n事宜，我也已经在推进手续了。
0000000000000,美鈴,ありがとうございます。,非常感谢您。
0000000000000,佑芽,ええぇ～っ！？　美鈴ちゃん、\n『H.I.F』に参加しないの！？,诶诶诶～！？美铃同学，\n你不参加『H.I.F』吗！？
0000000000000,美鈴,それは――……,那是——……
0000000000000,__narration__,千奈と佑芽に事情を説明した。,向千奈和佑芽说明了情况。
0000000000000,千奈,まあ……『SyngUp!』の解散ライブに\n専念を……,嘛……我想专心准备\n『SyngUp!』的解散演唱会……
0000000000000,佑芽,そういうことならしょうがない。\n美鈴ちゃんたちのライブ、\n楽しみにしてるね！,如果是这样的话那就没办法了。\n美铃同学你们的演唱会，\n我们会好好期待的！
0000000000000,美鈴,はい……ご期待ください。でも、\nそれはこちらの台詞でもありますよ。,好的……敬请期待。不过，\n这句话也该由我来说才对哦。
0000000000000,美鈴,おふたりとも……夏の『H.I.F』に、\n出るのでしょう？,你们两个……夏天要参加\n『H.I.F』对吧？
0000000000000,佑芽,うんっ！　<r\=セレクション>選抜試験</r>に合格できたから。\n千奈ちゃんは？,嗯！因为通过了<r\=セレクション>选拔考试</r>。\n千奈同学呢？
0000000000000,千奈,<r\=セレクション>選抜試験</r>……受けておりませんわ！,<r\=セレクション>选拔考试</r>……我并没有参加呀！
0000000000000,佑芽,あっ……き、きっとプロデューサー\nちゃんがなんとかしてくれてますよね！,啊……一、一定是制作人\n同学会想办法解决的吧！
0000000000000,星南,……千奈、その件だけれど。,……千奈，关于那件事。
0000000000000,星南,あなたも出られるわ、\n夏の『H.I.F』に。,你也可以参加，\n夏天的『H.I.F』。
0000000000000,千奈,本当ですのっ！？,真的吗！？
0000000000000,星南,ええ、あなたの人気と実績を考えれば\n妥当な結果よ。,嗯，考虑到你的人气和成绩，\n这是妥当的结果。
0000000000000,佑芽,『N.I.A』で大活躍したもんね！,毕竟你在『N.I.A』表现非常出色嘛！
0000000000000,美鈴,テレビタレントとしては、もう星南\nプロデューサー以上の知名度ですしね。,作为电视艺人，知名度甚至已经\n超过了星南制作人同学呢。
0000000000000,美鈴,大会を盛り上げたいのなら、学園側が\n倉本千奈を選抜しない理由なんて、\nありません。,如果想要炒热大会的气氛，学园方\n没有理由不选拔仓本千奈。
0000000000000,星南,そういうわけだから、ふたりとも、\n気を引き締め直しなさい。,就是这么回事，你们两个，\n重新打起精神来。
0000000000000,一同,はいッ！！,是！！
0000000000000,星南,千奈と佑芽は、\n夏の『H.I.F』に向けた最終調整。,千奈和佑芽，\n为了夏天的『H.I.F』进行最终调整。
0000000000000,星南,美鈴は『SyngUp!』の解散ライブに\n向けてプロデュースを進めていくわ。,美铃会为了『SyngUp!』的解散演唱会\n继续推进培育工作。
0000000000000,美鈴,では……次のミーティングに仲間たちを\n連れてきますね。,那么……下次会议我会\n带同伴们过来。
0000000000000,星南,うっ…………そう、なる、のよね。\nまさか私が……『SyngUp!』を……,唔…………是、这样、呢。\n没想到我居然……要接手『SyngUp!』……
0000000000000,星南,一時的にとはいえ……\n担当することになるなんて。,虽说只是暂时……\n竟然会变成我来负责。
0000000000000,美鈴,信じています。\n必ずやり遂げてくださると。,我相信您。\n您一定能做到的。
0000000000000,星南,……がんばるわ！,……我会加油的！
0000000000000,星南,ふー……賀陽さんについては、\n十王社長とも話をしないといけない……,呼……关于贺阳同学的事，\n还得和十王社长谈谈……
0000000000000,星南,（――『SyngUp!』の諸々は、\nあとで先輩と一緒に悩むとして）,（——『SyngUp!』的种种问题，\n稍后再和前辈一起烦恼吧）
0000000000000,星南,千奈、『H.I.F』の結果がどうあれ。\nあなたには――,千奈，无论『H.I.F』的结果如何。\n我要你——
0000000000000,星南,次期生徒会長を目指してもらうわ。,去竞选下任学生会长。
0000000000000,千奈,はいっ！　お任せくださ――ええぇ！？,是！请交给我——诶诶诶！？
0000000000000,星南,詳細は個人ミーティングで伝えるから。\nそれまでに覚悟を決めておいて頂戴。,详情会在个人会议中说明。\n在那之前做好心理准备吧。
0000000000000,千奈,ほああああ……\nかっ……かしこまりましたぁ！,呜啊啊啊……\n明……明白了！
0000000000000,星南,佑芽、あなたは『N.I.A』で……\n花海咲季と勝負した。,佑芽，你在『N.I.A』上……\n和花海咲季一决胜负了。
0000000000000,佑芽,はい……！,是的……！
0000000000000,星南,（あれは、花海佑芽の物語……\nここで多くを語るべきじゃない）,（那是花海佑芽的故事……\n我不该在这里多说什么）
0000000000000,星南,（だけど……どうしても、\nこれだけは言っておきたいの）,（但是……无论如何，\n有句话我一定要说）
0000000000000,星南,いい勝負だったわ。,真是场精彩的对决。
0000000000000,星南,トップアイドル同士のエキシビジョン\nマッチにだって、負けてなかった。,即使放在顶尖偶像的表演赛里，\n也毫不逊色。
0000000000000,佑芽,あたしも！　そう！　思います！！！,我也！这么！觉得！！！
0000000000000,佑芽,あの日のあたしは、アイドルになって\nから一番の……いいえ。,那天的我，成为了偶像后最棒的……不。
0000000000000,佑芽,いままでの人生で！\nナンバーワンの花海佑芽でした！,是迄今为止的人生中！\n第一名的花海佑芽！
0000000000000,星南,……ええ、そうね。,……嗯，是啊。
0000000000000,星南,……惜しむらくは、あのとんでもない\n絶好調を、大会の最後まで\n維持できなかったこと。,……可惜的是，没能将那惊人的绝佳状态\n一直维持到大会结束。
0000000000000,佑芽,うぐっ……,呜……
0000000000000,星南,『あの日の佑芽』を、いつでも出せる\nようにならないとね――……さて。,必须做到能随时展现出『那天的佑芽』才行呢——……好了。
0000000000000,星南,<em\=>もう一度</em>聞きましょう。\nいまの目標は？,<em>再问</em>一次。\n你现在的目标是？
0000000000000,佑芽,あたしがお姉ちゃんの目標になります。,我要成为姐姐的目标。
0000000000000,佑芽,ちゃんとアイドルになって……\nトップアイドルを、目指します！！,我要好好成为偶像……\n以顶级偶像为目标！！
0000000000000,星南,いい気迫よ。,很有气势嘛。
0000000000000,星南,あなたの新しい夢……,你新的梦想……
0000000000000,佑芽,十王星南を倒せば、\n即！　叶っちゃいますね！,只要打败十王星南，\n立刻！就能实现了呢！
