id,name,text,trans
0000000000000,美鈴,いかがでしたでしょうか、\nプロデューサー。,感觉如何呢，\n制作人？
0000000000000,美鈴,<em\=>ごくごく普通の</em>ライブを、\nしてきました。,呈现了一场 <em=>极其普通</em> 的演出。
0000000000000,{user},……あなたはきっちり、\n全校生徒の心を真っ黒に塗り直した。,……你彻底把全校学生的心，\n都重新涂成了漆黑一片。
0000000000000,{user},彼ら、彼女らの心は、もはや秦谷美鈴で\n埋め尽くされているでしょう。\n世界中にアピールできたはずです。,他们的心中，恐怕已经\n被秦谷美铃完全填满了吧。\n应该能向全世界传达出去了。
select,,秦谷美鈴の再始動を,秦谷美铃的重新启动。
0000000000000,美鈴,……はい。,……是的。
0000000000000,美鈴,プロデューサー……このあと、\nお時間はありますか？,制作人……之后，\n您有时间吗？
0000000000000,美鈴,一緒に……\n行きたいところがあるんです。,有个地方……\n我想一起去。
0000000000000,{user},ここは……,这里是……
0000000000000,美鈴,とっておきの、お昼寝部屋。,秘密的午睡小屋。
0000000000000,美鈴,わたしとあなたが、はじめて出逢った\n……思い出の場所です。,这是我和你初次相遇的\n……回忆之地。
0000000000000,美鈴,落ち着いた場所で、\n話したかったんです。お互いのことを。,我原本想在安静的地方，\n聊聊彼此的事。
0000000000000,{user},意外な申し出ですね。我々はすでに、\nお互いの目標達成に必要なぶんだけの\n自己開示をしています。,意外的提议呢。我们已经有\n为了达成目标所需的\n自我展示了。
0000000000000,美鈴,そうですね。契約ありきの……\n心地よい、ほどほどの距離感。,是啊。以契约为前提的……\n舒适的、适度的距离感。
0000000000000,美鈴,担当アイドルとプロデューサーの、\n適度な関係。,负责偶像与制作人之间的\n恰当关系。
0000000000000,美鈴,これはこれで良いものでしたが……\n気が変わったんです。,这样虽然也不错……但我改变主意了。
0000000000000,美鈴,あなたが、もっと欲しいな、と。,我想要更多你的事情。
0000000000000,{user},かしこまりました。こちらとしても、\nより精密なプロデュースをするために、\n秦谷美鈴を深く知っておきたい。,明白了。从我这方面来说，\n为了更精确地进行培育，\n也想深入了解秦谷美铃。
0000000000000,{user},してみましょうか。お互い、\nもう一歩踏み込んだ自己開示を。,不如试试看吧。我们彼此，\n再往前一步的自我展示。
0000000000000,美鈴,まあ、いけませんよ、プロデューサー。\n最愛の担当アイドルと、\n会話をしようというときに、,哎呀，不行哦，制作人。\n在试图和最爱的负责偶像对话时……
0000000000000,美鈴,そのような言い回しは、\n相応しくありません。,这样的措辞，\n并不妥当。
0000000000000,美鈴,こう言うんです。どうか――,要这么说。请——
0000000000000,美鈴,――あなたのことを教えてください。,——告诉我关于你的事情。
0000000000000,美鈴,さ、どうぞ。,来，请吧。
select,,あなたのことを教えてください,请告诉我关于你的事情。
0000000000000,美鈴,ふふ、では……順番に。,呵呵，那么……按顺序来。
0000000000000,美鈴,わたしのなにをお知りに\nなりたいんですか？,您想知道我的什么呢？
0000000000000,{user},アイドルになる以前のあなたを。\n気になっていたんです。,成为偶像之前的你。\n我一直很好奇。
0000000000000,{user},秦谷美鈴は、いつから<em\=>こう</em>だったのか。,秦谷美铃是从什么时候开始变成<em\=这样的</em>的呢。
0000000000000,美鈴,ふふ、含みのある質問ですね。,呵呵，意味深长的问题呢。
0000000000000,美鈴,プロデューサー、ごきょうだいは……\nいえ、お答えいただかなくても\n大丈夫です。わたし、調べましたから。,制作人，您有兄弟姐妹吗……\n不，您不必回答也没关系。\n我已经查过了。
0000000000000,{user},しりませんでした……先回りして自分を\n調査されるのって、怖いんですね。\n反省しなければ……,不知道……原来抢先一步被人调查自己，\n是这么可怕的事情啊。\n我得反省一下……
0000000000000,美鈴,プロデューサー。わたしには……\nとっても可愛らしい\n『お姉ちゃん』がいるんです。,制作人。我啊……\n有一个非常可爱的\n『姐姐』。
0000000000000,{user},おや……俺の綿密な調査によれば、\n秦谷さんはひとりっ子のはず……,哦……根据我的详细调查，\n秦谷同学应该是独生女才对……
0000000000000,美鈴,反省はどうしました？,反省到哪里去了？
0000000000000,{user},となると……『お姉ちゃん』というのは\n月村さんのことですか？,这么说来……『姐姐』\n指的是月村同学吗？
0000000000000,美鈴,はい。秦谷家と月村家は、\n両親が仲良しで、ずっと家族ぐるみの\n付き合いをしているんです。,是的。秦谷家和月村家，\n双方父母关系很好，一直都是两家一起交往的。
0000000000000,美鈴,物心つく前から、わたしと\nまりちゃんは姉妹のように育ちました。,从懂事之前开始，我\n和小手毬就像姐妹一样长大。
0000000000000,美鈴,幼い頃の秦谷美鈴は、多くの早熟な\n子供がそうであるように。,就像许多早熟的孩子一样，\n年幼的秦谷美铃
0000000000000,美鈴,冷え冷えとした全能感に\n苛まれていました。,被一种冰冷的全能感\n所折磨。
0000000000000,美鈴,いまよりもずっと、世界に対して\n斜に構えた美少女だったんです。,曾经的我可是个比现在更加\n对这个社会抱有偏见的孤高美少女哦。
0000000000000,{user},いまとそんなに変わらないのでは？,和现在也没什么太大区别吧？
0000000000000,美鈴,まあっ、よく見てください。\nこのくもりなきまなこを。,哎呀，请您仔细看清楚。\n看看这双清澈无垢的眼眸。
0000000000000,美鈴,当時のわたしは、いまの7倍くらい\n悪い子でしたよ。,那时的我，可是比现在还要坏上七倍左右呢。
0000000000000,{user},とんでもないクソガキですね。,真是个不得了的小坏蛋呢。
0000000000000,美鈴,そんなわたしに、善なる心を取り戻して\nくれたのが……まりちゃんです。,而让这样的我重拾善心的……正是小鞠。
0000000000000,美鈴,……同い年の幼馴染みは……\nまるまる、ふくふく、\nころころしていて……,……那个和我同年的青梅竹马……\n圆滚滚的、胖乎乎的、\n软绵绵的……
0000000000000,美鈴,とっ……っても、\n愛らしかったんですよ。,真的是……\n可爱得不得了。
0000000000000,美鈴,昨日のことのように思い出せます。\n目を離すとすぐに転んで泣いてしまう\n……手のかかるお姉ちゃんの姿を。,我能像昨天发生的事一样清楚地记得。\n只要一不留神就会摔倒哭泣的\n……那个需要人操心姐姐的身影。
0000000000000,美鈴,毎日のように無邪気なトラブルを\n巻き起こして、大騒ぎになって。\nすぐに泣いて、怒って、笑って。,每天都闹出天真无邪的麻烦，\n然后引发大骚动。\n转眼间就哭了、气了、又笑了。
0000000000000,美鈴,自分にはなんでもできるのだと\nうぬぼれていたわたしが、,那个自以为无所不能的我，
0000000000000,美鈴,涙ぐんでへこたれそうになるくらい、\n大変な日々……,也曾经历到几乎含泪崩溃的、\n艰辛的每一天……
0000000000000,{user},とても、よく、わかります。,我非常、非常、理解这种感觉。
0000000000000,美鈴,世の中には、こんなにも上手くいかない\nことがあるのだな――と。これは……\n謙虚にならなきゃいけないな、と。,原来这世上，也有这么多\n不顺心的事啊——这就是……\n必须学会谦逊啊。
0000000000000,美鈴,彼女が思い知らせてくれたんです。\nきっとそれが、わたしがはじめて感じた\n『挫折』と『やりがい』……,是她让我深刻体会到了这一点。\n那大概就是我第一次感受到的\n『挫折』与『价值』吧……
0000000000000,美鈴,篠澤さんではありませんが……\nままならない体験は、退屈な人生に、\n彩りを添えてくれました。,虽然不是说像筱泽同学那样……\n但这些不受控的经历，\n为我无聊的人生增添了色彩。
0000000000000,美鈴,冷ややかなわたしを、あの子は……\nずっと、すぐそばで……\n騒々しくあたためてくれました。,那个孩子……一直在我身边……\n用喧嚣的温度，温暖着冷漠的我。
0000000000000,美鈴,<em\=>やんちゃ</em>だったわたしは、手のかかる\n愛らしい姉妹のおかげで更生し……,曾经调皮捣蛋的我，\n多亏了那个让人操心的可爱姐妹而改过自新……
0000000000000,美鈴,すこしずつ……\nいまのわたしになっていったんです。,一点点地……\n变成了现在的我。
0000000000000,{user},聞けてよかった。いままでよりも深く、\nあなたを知ることができました。,很高兴能听到这些。\n让我比从前更深入地了解了你。
0000000000000,美鈴,どういたしまして。\n今度はわたしが問う番ですね。,不客气。\n这次轮到我来提问了。
0000000000000,美鈴,{user}さん。\nあなたは……,{user}同学。\n你……
0000000000000,美鈴,どうして、\nプロデューサーになったんですか？,为什么，\n会选择成为制作人呢？
0000000000000,美鈴,トップアイドルを自分の手で育てる。\nなぜ、そんな夢を抱いたんですか？,亲手培育出顶级偶像。\n为什么，会怀抱这样的梦想？
select,,アイドルが\n好きだから,因为喜欢\n偶像
select,,自分の力を\n試したかった,因为想\n试试自己的能力
select,,わかりません,不知道
0000000000000,{user},なんのことはない。\n多くのアイドルと同じです。,其实没什么特别的。\n和很多偶像一样。
0000000000000,{user},アイドルのライブに触れ、\nきらびやかなステージに憧れ……,接触到偶像的演唱会，\n憧憬那璀璨的舞台……
0000000000000,{user},夢をもらいました。,我收获了梦想。
0000000000000,{user},<em\=>ここ</em>で仕事をしたい。\nそう思ったんです。,想要在<em\=>这里</em>工作。\n我就是这么想的。
