id,name,text,trans
0000000000000,燕,貴様に、\n座右の銘はあるのか？,你这家伙，\n可有什么座右铭吗？
0000000000000,{user},急ですね。\nどうしてそんなことを？,问得真突然呢。\n为何突然问这个？
0000000000000,燕,今日は、\n筆でなにか書こうと思うのだが……,今日，\n我想用毛笔写点什么……
0000000000000,燕,『これ』という題材が思いつかん。,但苦于想不到『这个』题材。
0000000000000,燕,そこで、貴様の座右の銘を、\n参考にしようと思ってな。,所以就想参考下，\n你这家伙的座右铭。
0000000000000,{user},なるほど、そういうことでしたか。\nでしたら……,原来如此，是这么回事啊。\n既然如此……
select,,初心忘るべからず,勿忘初心
select,,神色自若,神色自若
select,,プロデュース道、\n一直線！,培育之道，\n勇往直前！
0000000000000,{user},はじめたときの気持ちを忘れない。\nやはりこれですね。,不忘记开始时的热忱。\n果然还是这个呢。
0000000000000,燕,ふっ、貴様にしては、\n良い座右の銘だな。,哼，就你而言，\n倒是个不错的座右铭。
0000000000000,燕,書いたらくれてやる。\n部屋にでも飾るがいい。,写好了就赏你。\n挂在房间里也不错。
0000000000000,燕,大事に直面しても\n落ち着いていること、だったか。,是指面临重大事件时\n也要保持从容吧。
0000000000000,{user},ええ。プロデューサーには、\n冷静さが重要ですから。,没错。因为对制作人而言，\n冷静至关重要。
0000000000000,燕,だからこその座右の銘、\nというわけか。,所以才特意选为座右铭，\n是这个意思啊。
0000000000000,燕,ふっ、少し見直したぞ。,哼，稍微对你改观了。
0000000000000,燕,書いたらくれてやるから、\n部屋にでも飾るといい。,写好了就送给你，\n挂在房间里正合适。
0000000000000,{user},プロデュースにかける、\n自分の揺るぎない思い……,投身培育事业时，\n自己那份坚定不移的信念……
0000000000000,{user},それを表現した、\nオリジナルの座右の銘です。,这是表达那份心意的，\n独创的座右铭。
0000000000000,燕,……色々と言いたいことはあるが、\n貴様なりの信念は伝わってきた。,……虽然有很多想吐槽的地方，\n但确实感受到了你独有的信念。
0000000000000,燕,書き上げたらくれてやる。\n目立つ場所にでも飾っておけ。,写完就给你。\n找个显眼的地方挂着吧。
info,adv_pevent_001_atbm_activity_002.txt,,
译者,,,
