id,name,text,trans
0000000000000,咲季,じゃあ、また明日。\nおやすみなさい……プロデューサー。,那么，明天见。\n晚安……制作人。
0000000000000,燐羽,――お姉ちゃん。,——姐姐。
0000000000000,咲季,あら、燐羽。,哎呀，是燐羽啊。
0000000000000,燐羽,今夜のデートは終わり？,今晚的约会结束了吗？
0000000000000,咲季,そ、そんなんじゃないわ……,才、才不是那样呢……
0000000000000,咲季,眠気がくるまで……\n一緒にいてもらってただけ。,只是……陪我到犯困而已。
0000000000000,燐羽,まだ夜の9時じゃない。もう寝るの？,现在还没到晚上9点呢。就要睡了吗？
0000000000000,咲季,いつもはもっと早いわ。\n……最近、寝つきが悪くて。,平时会更早一些的。\n……最近有点睡不着。
0000000000000,燐羽,……そう。,……这样啊。
0000000000000,咲季,がっかりさせちゃったかしら。\nわたしがこんなに弱虫で。,让你失望了吧。\n我居然这么软弱。
0000000000000,燐羽,あなた、メッキなんてない方が素敵よ。,你啊，不装模作样的时候才更迷人哦。
0000000000000,咲季,なんとなく、わかるの。,我大概……能明白。
0000000000000,咲季,あなたが期待してくれた花海咲季は、\nきっと<em>こう</em>じゃないんだろうなって……,你所期待的花海咲季，\n一定<em>不是</em>现在这个样子吧……
0000000000000,燐羽,ん～～～～…………,嗯～～～～…………
0000000000000,燐羽,……思ってたのと違うのは、そうね。\nだけど……,……和想象中不一样，是啊。\n但是……
0000000000000,燐羽,妹に負けて。\n絶対に負けられない勝負に負けて。,输给了妹妹。\n在一场绝对不能输的对决中输了。
0000000000000,燐羽,あなたがどうなれば、満足だったのか。\n自分でもわかんない。,到底要怎样，你才会满足呢。\n连我自己也不明白。
0000000000000,咲季,そう。,是啊。
0000000000000,燐羽,……なにか聞きたそうな顔。,……你好像想问什么。
0000000000000,咲季,あなたの事情に、\n踏み込むつもりはなかったの。,我本来没打算，\n深入探究你的事情。
0000000000000,咲季,いつものわたしなら、絶対聞かない。\nでも聞くわ。燐羽、あなた……,如果是平时的我，绝对不会问。\n但我还是要问。燐羽，你……
0000000000000,咲季,どうしてわたしたち姉妹を\n気にしてくれているの？,为什么你会这么在意\n我们姐妹俩呢？
0000000000000,燐羽,……似ていたから。,……因为很像。
0000000000000,燐羽,私にも、アイドルのお姉ちゃんがいて。\n憧れていて、一番の目標で。,我也有一个当偶像的姐姐。\n我憧憬着她，她是我最大的目标。
0000000000000,燐羽,お姉ちゃんみたいなアイドルに\nなるのが夢だった。,我的梦想就是成为\n像姐姐那样的偶像。
0000000000000,燐羽,太陽みたいなあの人を、しゃにむに\n追いかけるのが嬉しかった。,能不顾一切地追逐\n太阳般的她，让我很开心。
0000000000000,燐羽,仲間と一緒に、大騒ぎしながら\n走るのが……楽しかった。,和伙伴们一起，吵吵闹闹地\n奔跑着……也很快乐。
0000000000000,燐羽,ようやく夢に追いついて、\n勢いあまって追い越しちゃって。,好不容易追上了梦想，\n却因为冲得太猛而越了过去。
0000000000000,燐羽,振り返って近くで見たら、\n目指したひとはボロボロで。\nあちこち穴だらけで――,回头在近处一看，\n发现我追逐的那个人已经破败不堪。\n浑身都是破洞——
0000000000000,燐羽,ぜんぶ、私があけた穴だった。,全都是我凿开的洞。
0000000000000,咲季,……そう。,……是啊。
0000000000000,咲季,……だから、\nはじめて会ったとき、,……所以，\n第一次见面的时候，
0000000000000,燐羽,たいした才能もないくせに、\n無責任なこと言わないでくれる？,明明没什么了不起的才能，\n能不能别说那种不负责任的话？
0000000000000,咲季,わたしにあんな態度だったのね。,你当时对我就是那种态度呢。
0000000000000,燐羽,我ながら、気持ち悪い執着。,连我自己都觉得，这是种恶心的执念。
0000000000000,燐羽,わかっているわ。\n花海佑芽は賀陽燐羽じゃないし、\nあなたは私のお姉ちゃんじゃない。,我知道的。\n花海佑芽不是贺阳燐羽，\n你也不是我的姐姐。
0000000000000,燐羽,私が憧れたあのひとは、\n世界にたったひとりだけで。\n誰も代わりにはなれない。,我所憧憬的那个人，\n在这世界上是独一无二的。\n谁也无法替代。
0000000000000,燐羽,だけど……だから。,但是……正因如此。
0000000000000,燐羽,私たちより、ちょっとはマシな結末に\nなればいいな、って。そう思ったのよ。,我希望你们能迎来一个\n比我们稍微好一点的结局。我是这么想的。
0000000000000,咲季,……もう寝るわ。おやすみ、燐羽。,……我要睡了。晚安，燐羽。
0000000000000,燐羽,おやすみなさい――……咲季。,晚安——……咲季。
0000000000000,燐羽,明日のライブ、がんばって。,明天的演出，要加油哦。
0000000000000,__narration__,――翌日。,——第二天。
0000000000000,星南,咲季！　聞こえているかしら？,咲季！听得到吗？
0000000000000,咲季,聞こえているわ――星南。どうしたの、\nお互い本番直前でしょう？,听得到哦——星南。怎么了，\n我们不是都马上要上场了吗？
0000000000000,星南,本番直前だからこそよ！,正因为是上场前才要说的！
0000000000000,星南,私のライブを生で観られないあなたに、\nあらかじめ宣言しておく。,我要向无法现场观看我演出的你，\n提前宣告。
0000000000000,星南,私は、これからアイドルの頂点に挑む。,我，现在就要挑战偶像的顶点。
0000000000000,星南,トップアイドルになってみせるわ！,我一定会成为顶尖偶像的！
0000000000000,咲季,それが……\nあなたのやるべきことなのね。,那就是……\n你该做的事吧。
0000000000000,星南,ええ！　冬の『H.I.F』が始まる前に、\n十王星南を復権させておかないと！,没错！在冬季的『H.I.F』开始前，\n我必须先让十王星南重振声威！
0000000000000,星南,私はもう『<r\=プリマステラ>一番星</r>』ではないけれど。\nあなたと同じ挑戦者だけれど。,虽然我已经不是『<r\=プリマステラ>一等星</r>』了。\n虽然我和你一样都是挑战者。
0000000000000,星南,<em>あなたたち</em>の先輩なの。,<em>但我是你们</em>的前辈。
0000000000000,星南,かっこいいところ、\n見せてあげなくてはね。,不展现一下帅气的一面可不行呢。
0000000000000,咲季,――<em>じゅうぶん</em>よ。,——<em>已经足够</em>了哦。
0000000000000,咲季,あのね、星南。こんなときに言うべき\nことじゃないんだけど。,我说啊，星南。虽然这时候不该说这种话。
0000000000000,咲季,わたし、\nあなたに憧れてアイドルになったの。,我，\n是因为憧憬你才成为偶像的。
0000000000000,星南,ほんとにいま言うことじゃないわ！！！\n本番直前に動揺してしまったじゃない！,现在真的不是说这个的时候啊！！！\n在上场前动摇我了不是吗！
0000000000000,咲季,ひひ～♪　\n――あらためて、最高の合宿だったわ。,嘻嘻～♪\n——重新回想，这真是一次最棒的集训啊。
0000000000000,咲季,今日、これから、ここで。,今天，从现在开始，就在这里。
0000000000000,咲季,限界を超えましょう！　お互いに！,让我们超越极限吧！彼此一起！
info,adv_dear_hski_026.txt,,
译者,,,
